,COMMENT,Positivity,Negativity,Neutrality,Compound
4728,"relaxed
calm
gratitude for family
beautiful nature
sleepy tired
cherry blossom
construction site


",0.538,0.123,0.339,0.8689
4729,thank you,0.714,0.0,0.286,0.3612
4730,"I felt the wind
I felt a breeze on my arm
I saw a jungle and alot of monkeys and a number of animals
I felt the wind in my brain
I felt the wind in my stomach
",0.043,0.0,0.957,0.0772
4731,great narrator,0.804,0.0,0.196,0.6249
4732,Felt Good,0.744,0.0,0.256,0.4404
4734,"good
",1.0,0.0,0.0,0.4404
4735,mngjnn,0.0,0.0,1.0,0.0
4736,Grateful,1.0,0.0,0.0,0.4588
4737,Thinking about the categories including self was helpful,0.286,0.0,0.714,0.4215
4738,felt awkward,0.0,0.615,0.385,-0.1531
4739,fgardfg,0.0,0.0,1.0,0.0
4740,Felt Good ,0.744,0.0,0.256,0.4404
4741,Thank you for helping me be calmer â¤ï¸,0.59,0.0,0.41,0.7351
4742,It made me calm but i feel hungre,0.216,0.0,0.784,0.1655
4743,grateful.....for  you alll,0.0,0.0,1.0,0.0
4744,Fun!,1.0,0.0,0.0,0.5562
4745,Love it!,0.818,0.0,0.182,0.6696
4746,"I liked thinking of someone taking my thoughts away while I focused on breathing.   I took deep breaths in and out, when I thought of anger as a tiny guy, it made me feel calmer.  I struggled with the practice because there was distractions. Taking deep breaths made me feel calmer when I was angry.",0.168,0.184,0.647,-0.25
4747,it was very calming for my students and I,0.3,0.0,0.7,0.4576
4748,great,1.0,0.0,0.0,0.6249
4749,Mindful,0.0,0.0,1.0,0.0
4750,"Scholars report feeling relaxed, good, and calm. ",0.767,0.0,0.233,0.836
4751,calm,1.0,0.0,0.0,0.3182
4752,calm,1.0,0.0,0.0,0.3182
4753,"ok
",1.0,0.0,0.0,0.296
4754,"I love my mindfulness sessions. I have been doing them in the evening and I look forward to it throughout my day. One thing I don't like is that I feel like I still have too many thoughts racing through my mind...but I am not judging myself, just trying to notice the thoughts. ",0.082,0.082,0.836,0.2453
4755,It felt calming for the angry to go away.  I liked imagining that I was angry and it would go away.  It felt calming to relax. ,0.311,0.185,0.504,0.5423
4756,That was really mindful!,0.0,0.0,1.0,0.0
4758,happy,1.0,0.0,0.0,0.5719
4759,Mindful,0.0,0.0,1.0,0.0
4760,gracias por la música. gracias por todo. gracias por toda la música. Gracias por relajarme. I like the video. Me gusto la canción. It feels like a skateboard. I love it.,0.269,0.0,0.731,0.8481
4761,it was ok,0.524,0.0,0.476,0.296
4762,ok,1.0,0.0,0.0,0.296
4763,Calm ,1.0,0.0,0.0,0.3182
4764,Students reported feeling good and relaxed after participating in this experience.,0.487,0.0,0.513,0.765
4765,"calm exercise
",0.697,0.0,0.303,0.3182
4766,Grateful,1.0,0.0,0.0,0.4588
4767,Happy,1.0,0.0,0.0,0.5719
4768,Mindful,0.0,0.0,1.0,0.0
4769,Grateful ,1.0,0.0,0.0,0.4588
4770,Happy ,1.0,0.0,0.0,0.5719
4771,Mindful ,0.0,0.0,1.0,0.0
4772,Grateful ,1.0,0.0,0.0,0.4588
4773,Relaxing,1.0,0.0,0.0,0.4939
4774,Love it!,0.818,0.0,0.182,0.6696
4775,The students did well with minor distractions.,0.231,0.22,0.549,0.0258
4776,happy,1.0,0.0,0.0,0.5719
4777,Felt Good,0.744,0.0,0.256,0.4404
4778,hopeful,1.0,0.0,0.0,0.5106
4779,Mindful,0.0,0.0,1.0,0.0
4780,very relaxed,0.777,0.0,0.223,0.5413
4781, v  ,0.0,0.0,0.0,0.0
4782,"In my experience leading mindfulness exercises with fifth graders, when I make a suggestion about form, like feet on the floor, hands resting, etc. maybe half of the group will do so on the first auditory suggestion. When I weave it in 2 more times into my introduction, it increases to about 90%.",0.05,0.0,0.95,0.3612
4783,happy,1.0,0.0,0.0,0.5719
4784,Sound was too low.,0.0,0.412,0.588,-0.2732
4785,Students like it,0.556,0.0,0.444,0.3612
4786,Ok,1.0,0.0,0.0,0.296
4787,Calm ,1.0,0.0,0.0,0.3182
4788,students felt emotional,0.444,0.0,0.556,0.1531
4789,"Christabel, I want to thank you for this mornings Mindfulness practice, wonderful!
I am feeling calm and ready to tackle my busy day.
Blessings,
Valerie",0.524,0.0,0.476,0.9392
4790,"I needed today's lesson.
I just left a staff meeting where I felt unappreciated and defeated.",0.0,0.367,0.633,-0.7003
4791,happy,1.0,0.0,0.0,0.5719
4792,good,1.0,0.0,0.0,0.4404
4793,Felt Good,0.744,0.0,0.256,0.4404
4794,Mindful,0.0,0.0,1.0,0.0
4795,We loved it!,0.677,0.0,0.323,0.636
4796,good,1.0,0.0,0.0,0.4404
4797,This was a very peaceful session. ,0.466,0.0,0.534,0.5413
4798,Love it!,0.818,0.0,0.182,0.6696
4799,Felt Good,0.744,0.0,0.256,0.4404
4800,Mindful,0.0,0.0,1.0,0.0
4801,good,1.0,0.0,0.0,0.4404
4802,Happy and calm ,0.857,0.0,0.143,0.7184
4803,"I imagined Valdimir Putin and Donald Trump and surprisingly, my whole being felt calm as I kept my breathing calm and imagined the ""source"" washing over them with loving cleansing energy so that they might evolve into more rational and loving beings toward humanity.  ",0.317,0.0,0.683,0.9403
4804,Solid!,1.0,0.0,0.0,0.2244
4805,I enjoy my opportunities to calm down.,0.73,0.0,0.27,0.7964
4806,Happy ,1.0,0.0,0.0,0.5719
4807,Mindful,0.0,0.0,1.0,0.0
4808,fgghg,0.0,0.0,1.0,0.0
4809,It was so relaxing today because we focused on each part of our body. ,0.359,0.0,0.641,0.7728
4810,great!,1.0,0.0,0.0,0.6588
4811,Mindful,0.0,0.0,1.0,0.0
4812,Great,1.0,0.0,0.0,0.6249
4813,"good
",1.0,0.0,0.0,0.4404
4814,Relaxing,1.0,0.0,0.0,0.4939
4815,"ok
",1.0,0.0,0.0,0.296
4816,Me gusto muchisimo. Gracias por relajarme. I like your music. Gracias por todo. Yo me gusto. Love it so much. I like the video. Gracias por la musica. Feliz navidad. YO me siento bien.,0.241,0.0,0.759,0.8481
4817,Grateful,1.0,0.0,0.0,0.4588
4818,"awesome 
",1.0,0.0,0.0,0.6249
4819,Grateful,1.0,0.0,0.0,0.4588
4820,"Scholars report feeling really good, calm, super relaxed.",0.83,0.0,0.17,0.9278
4821,Calm ,1.0,0.0,0.0,0.3182
4822,Super helpful! Really helped me forcus on having control of emotions and making them work for me instead of the other way around. Thank you!,0.308,0.0,0.692,0.8684
4823,Grateful,1.0,0.0,0.0,0.4588
4824,We love the rain sounds and the chimes. We were wiggling our toes and touching our hair.,0.208,0.0,0.792,0.6369
4825,Calm and felt really amazing ,0.681,0.0,0.319,0.7501
4826,I am grateful to have the opportunity to participate in Mindfulness.  Delivering to my in box makes it much more enjoyable.  ,0.346,0.0,0.654,0.8399
4827,Very relaxing lesson.  Thank you.,0.676,0.0,0.324,0.7397
4828,Happy,1.0,0.0,0.0,0.5719
4829,Mindful,0.0,0.0,1.0,0.0
4830,Some stretches should be added for forward and back neck movement as well. Gently of course.,0.267,0.0,0.733,0.6249
4831,This help me feel relaxed and stress free.,0.575,0.175,0.25,0.7506
4832,thanks,1.0,0.0,0.0,0.4404
4833,"Scholars report feeling very sleepy, calm, and weird. ",0.378,0.158,0.464,0.3353
4834,"h
",0.0,0.0,0.0,0.0
4835,Mindful,0.0,0.0,1.0,0.0
4836,awesome,1.0,0.0,0.0,0.6249
4837,ok,1.0,0.0,0.0,0.296
4838,aait,0.0,0.0,1.0,0.0
4839,"""It was fun and it was calm"" -Elijah (7)",0.444,0.0,0.556,0.6808
4840,Wonderful,1.0,0.0,0.0,0.5719
4841,mindful,0.0,0.0,1.0,0.0
4842,very greatful and peach ful,0.0,0.0,1.0,0.0
4843,Happy,1.0,0.0,0.0,0.5719
4844,funny,1.0,0.0,0.0,0.4404
4845,Love it! ,0.818,0.0,0.182,0.6696
4846,Felt Good ,0.744,0.0,0.256,0.4404
4847,could use longer! lol ,0.508,0.0,0.492,0.4753
4848,I love the idea of this exercise.  I think it is a very important concept for students to work on.  My only criticism is that this one was exceptionally difficult to follow :(,0.158,0.215,0.627,-0.3182
4849,ok,1.0,0.0,0.0,0.296
4850,Mindful,0.0,0.0,1.0,0.0
4851,Very relaxing lesson.,0.636,0.0,0.364,0.5413
4852,Felt Good ,0.744,0.0,0.256,0.4404
4853,real apple!,0.0,0.0,1.0,0.0
4854,"Mindful, calm, relaxed",0.846,0.0,0.154,0.6705
4855,Good,1.0,0.0,0.0,0.4404
4856,"this was the best explorer ever.
-Jad",0.412,0.0,0.588,0.6369
4857,Thanks,1.0,0.0,0.0,0.4404
4858,That was fun and different.,0.452,0.0,0.548,0.5106
4859,good,1.0,0.0,0.0,0.4404
4860,Mindful,0.0,0.0,1.0,0.0
4861,Happy,1.0,0.0,0.0,0.5719
4862,Thanks,1.0,0.0,0.0,0.4404
4863,It helped me relax.,0.492,0.0,0.508,0.4404
4864,like the tactile piece,0.455,0.0,0.545,0.3612
4865,Calm,1.0,0.0,0.0,0.3182
4866,butterfiles!,0.0,0.0,1.0,0.0
4867,Loved it!,0.807,0.0,0.193,0.636
4868,Grateful,1.0,0.0,0.0,0.4588
4869,calming,1.0,0.0,0.0,0.4019
4870,AND GOOD,0.744,0.0,0.256,0.4404
4871,N/A ,0.0,0.0,1.0,0.0
4872,Happy,1.0,0.0,0.0,0.5719
4873,Mindful,0.0,0.0,1.0,0.0
4874,calm,1.0,0.0,0.0,0.3182
4875,Felt Good,0.744,0.0,0.256,0.4404
4876,"mindful, felt good, happy, calm, grateful",0.856,0.0,0.144,0.8979
4877,The activity helped me feel calm.  It helped me control my emotions such as my anger.  It made me feel more positive with myself.  It is going to help me from slouching.  It will help me to breathe which will help me to focus on my work.  It makes me feel relaxed like when I am at home.  ,0.275,0.051,0.674,0.9359
4878,"Smooth transition 
",0.0,0.0,1.0,0.0
4879,Mindful,0.0,0.0,1.0,0.0
4880,Relaxing,1.0,0.0,0.0,0.4939
4881,Love the muscle relatation!,0.6,0.0,0.4,0.6696
4882,This experience was very relaxing,0.466,0.0,0.534,0.5413
4883,My mind still wanders a bit but I feel like I am getting better at this and I am looking forward to doing this every day.,0.262,0.0,0.738,0.7964
4884,Muy bien!!,0.0,0.0,1.0,0.0
4885,thanks,1.0,0.0,0.0,0.4404
4886,calm,1.0,0.0,0.0,0.3182
4888,felt calm,0.697,0.0,0.303,0.3182
4889,None,0.0,0.0,1.0,0.0
4890,Felt Good,0.744,0.0,0.256,0.4404
4891,calm,1.0,0.0,0.0,0.3182
4892,Felt Good,0.744,0.0,0.256,0.4404
4893,Love it!,0.818,0.0,0.182,0.6696
4894,ok,1.0,0.0,0.0,0.296
4895,"great reminder
",0.804,0.0,0.196,0.6249
4896,Very helpful lesson to start the day!!,0.38,0.0,0.62,0.5686
4897,sleepy....,0.0,0.0,1.0,0.0
4898,Mindful,0.0,0.0,1.0,0.0
4899,Relaxing,1.0,0.0,0.0,0.4939
4900,Felt Good ,0.744,0.0,0.256,0.4404
4901,Felt Good ,0.744,0.0,0.256,0.4404
4902,it is wonderful!,0.666,0.0,0.334,0.6114
4903,Mindful,0.0,0.0,1.0,0.0
4906,Love it!,0.818,0.0,0.182,0.6696
4907,"felt happy
",0.787,0.0,0.213,0.5719
4908,good!!,1.0,0.0,0.0,0.5399
4909,A mi si me gusto muchoooo la musica. Gracias por todo. Gracias para relajarme. Me gusta todo. Thanks so much for relajarse. Gracias por la cancion. ,0.108,0.0,0.892,0.4404
4910,Felt great!,0.815,0.0,0.185,0.6588
4911,Calm,1.0,0.0,0.0,0.3182
4913,She was inspirational. ,0.623,0.0,0.377,0.5106
4914,Calm,1.0,0.0,0.0,0.3182
4915,nz,0.0,0.0,1.0,0.0
4916,it felt nice ,0.583,0.0,0.417,0.4215
4917,"Felt good
",0.744,0.0,0.256,0.4404
4918,ok,1.0,0.0,0.0,0.296
4919,"it's good
",0.744,0.0,0.256,0.4404
4920,The best part of being grateful is thinking and remembering the people I am grateful for.,0.459,0.0,0.541,0.8807
4921,I love the neck massage.  It felt good to stretch my neck. My neck felt longer.  ,0.353,0.0,0.647,0.7964
4923,happy,1.0,0.0,0.0,0.5719
4924,Happy,1.0,0.0,0.0,0.5719
4925,Grateful,1.0,0.0,0.0,0.4588
4926,calm,1.0,0.0,0.0,0.3182
4927,Good,1.0,0.0,0.0,0.4404
4928,Felt Good ,0.744,0.0,0.256,0.4404
4929,Felt Good,0.744,0.0,0.256,0.4404
4930,Felt Good,0.744,0.0,0.256,0.4404
4931,it was calm and relaxeing,0.365,0.0,0.635,0.3182
4932,Relaxing,1.0,0.0,0.0,0.4939
4933,yes,1.0,0.0,0.0,0.4019
4934,Mindful,0.0,0.0,1.0,0.0
4935,We enjoyed the body scan.,0.452,0.0,0.548,0.5106
4936,"Dear Will,

I felt happy when I did the shark fin.

From, Room 804",0.387,0.0,0.613,0.743
4937,Happy ,1.0,0.0,0.0,0.5719
4938,"Felt great!
",0.815,0.0,0.185,0.6588
4939,goood,0.0,0.0,1.0,0.0
4940,"relaxing
",1.0,0.0,0.0,0.4939
4941,Calm ,1.0,0.0,0.0,0.3182
4942,Great technique. We use it all the time.,0.369,0.0,0.631,0.6249
4943,tired pretty good relaxed,0.762,0.238,0.0,0.7506
4944,ok,1.0,0.0,0.0,0.296
4945,Calm,1.0,0.0,0.0,0.3182
4946,Grateful,1.0,0.0,0.0,0.4588
4948,Calm ,1.0,0.0,0.0,0.3182
4949,Felt Good,0.744,0.0,0.256,0.4404
4950,Felt really good,0.615,0.0,0.385,0.4927
4951,If felt very calming to envision being anchored to the sea in a warm ocean and shallow depths. ,0.246,0.0,0.754,0.5984
4952,Felt Good ,0.744,0.0,0.256,0.4404
4954,HAPPY,1.0,0.0,0.0,0.5719
4955,Calming,1.0,0.0,0.0,0.4019
4956,"mindful, felt good",0.592,0.0,0.408,0.4404
4957,:),1.0,0.0,0.0,0.4588
4958,Happy,1.0,0.0,0.0,0.5719
4959,Calm,1.0,0.0,0.0,0.3182
4960,restful,1.0,0.0,0.0,0.3612
4961,It was relaxing to take time to breathe.,0.314,0.0,0.686,0.4939
4962,per class happy as well,0.659,0.0,0.341,0.7003
4963,Mindful,0.0,0.0,1.0,0.0
4964,Felt Good,0.744,0.0,0.256,0.4404
4965,Amazing!,1.0,0.0,0.0,0.6239
4966,Calm,1.0,0.0,0.0,0.3182
4967,feargsert,0.0,0.0,1.0,0.0
4968,Mindful,0.0,0.0,1.0,0.0
4969,Calm ,1.0,0.0,0.0,0.3182
4970,Happy,1.0,0.0,0.0,0.5719
4971,"""He sounded like he knows something""",0.333,0.0,0.667,0.3612
4972,Calming voice,0.73,0.0,0.27,0.4019
4973,gracias por toda la musica y lo que tu hicisite. me gusto la cancion. i really like your videos and i give it 2939939392002832993839393939 stars. i give it 929292299393 dollas. i give it 10000 stars and i love it so much. gracias por todos.,0.163,0.0,0.837,0.7902
4974,Mindful ,0.0,0.0,1.0,0.0
4975,Felt Good,0.744,0.0,0.256,0.4404
4976,Felt Good,0.744,0.0,0.256,0.4404
4977,Happy ,1.0,0.0,0.0,0.5719
4978,"love it
",0.808,0.0,0.192,0.6369
4979,That we had the minute to chill.,0.0,0.0,1.0,0.0
4980,"nice
",1.0,0.0,0.0,0.4215
4981,happy,1.0,0.0,0.0,0.5719
4982,Grateful,1.0,0.0,0.0,0.4588
4983,the sound was very quiet ,0.0,0.0,1.0,0.0
4984,Love it!,0.818,0.0,0.182,0.6696
4985,"felt good
",0.744,0.0,0.256,0.4404
4986,Grateful,1.0,0.0,0.0,0.4588
4987,"felt good, mindful",0.592,0.0,0.408,0.4404
4988,The best part of being calm is it makes me relaxed.,0.548,0.0,0.452,0.8658
4989,hate,0.0,1.0,0.0,-0.5719
4990,"This was not one of the kid's favorites. As a teacher/mother, I thought it was really good.",0.316,0.0,0.684,0.7178
4992,Mindful,0.0,0.0,1.0,0.0
4993,belly breathing is key to singing well,0.259,0.0,0.741,0.2732
4994,"was relaxing
",0.762,0.0,0.238,0.4939
4995,especially calm...we like your voice.,0.41,0.0,0.59,0.4173
4996,Great,1.0,0.0,0.0,0.6249
4997,it was so aewsome,0.0,0.0,1.0,0.0
4998,very relaxed,0.777,0.0,0.223,0.5413
4999,nice,1.0,0.0,0.0,0.4215
5001,Felt Good ,0.744,0.0,0.256,0.4404
5002,Nice!,1.0,0.0,0.0,0.4753
5003,n/a,0.0,0.0,1.0,0.0
5004,"Two quotes we liked were;
""Choose ones way""
""Human being can alter his life by altering his attitude""

Mindfully, Ridgeview High",0.123,0.0,0.877,0.4215
5006,Felt Good,0.744,0.0,0.256,0.4404
5007,kglmn0ghkhgfjyjn-fko0dwiy,0.0,0.0,1.0,0.0
5008,"Good morning, Lesson #50, #51 and #52 did not play for us. We had to skip to lesson 54, Gratitud.  

Thank you, 
Mrs. Gonzalez",0.19,0.072,0.739,0.521
5009,Felt Good ,0.744,0.0,0.256,0.4404
5010,Very nice! We want to learn the song!,0.466,0.0,0.534,0.6417
5011,Relaxing,1.0,0.0,0.0,0.4939
5012,Mindful ,0.0,0.0,1.0,0.0
5013,Felt Good,0.744,0.0,0.256,0.4404
5014,Felt Good ,0.744,0.0,0.256,0.4404
5015,Felt Good,0.744,0.0,0.256,0.4404
5016,Los estudiantes se relajan mucho.,0.0,0.0,1.0,0.0
5017,Already knew this,0.0,0.0,1.0,0.0
5018,Love it!,0.818,0.0,0.182,0.6696
5019,"we loved how calm this practice was!
",0.565,0.0,0.435,0.7574
5020,Great,1.0,0.0,0.0,0.6249
5021,Calm,1.0,0.0,0.0,0.3182
5022,Felt Good ,0.744,0.0,0.256,0.4404
5023,more relaxed,0.777,0.0,0.223,0.5413
5024,Loved looking at palms and lines on hands for differences.  Reminded student of trip to Florida and looking at lines with mom.,0.157,0.0,0.843,0.5994
5025,Mindful,0.0,0.0,1.0,0.0
5026,Felt Good ,0.744,0.0,0.256,0.4404
5027,Calm,1.0,0.0,0.0,0.3182
5028,Mindful,0.0,0.0,1.0,0.0
5029,Relaxed,1.0,0.0,0.0,0.4939
5030,te,0.0,0.0,1.0,0.0
5031,Mindful,0.0,0.0,1.0,0.0
5032,"mindful, some students loved it but not the majority ",0.234,0.0,0.766,0.3506
5033,Felt Good ,0.744,0.0,0.256,0.4404
5034,Mindful,0.0,0.0,1.0,0.0
5035,Felt Good ,0.744,0.0,0.256,0.4404
5036,Calm,1.0,0.0,0.0,0.3182
5037,"Good morning, we had to skip to number 63 because the others in between did not load and play. ",0.189,0.092,0.72,0.2878
5038,very good,0.762,0.0,0.238,0.4927
5039,Mindful,0.0,0.0,1.0,0.0
5040,"it is tsh
",0.0,0.0,1.0,0.0
5041,"Another wonderful practice, Christabel.
",0.552,0.0,0.448,0.5719
5042,Mindful,0.0,0.0,1.0,0.0
5043,test,0.0,0.0,1.0,0.0
5044,I feel relaxed.,0.762,0.0,0.238,0.4939
5045,Good,1.0,0.0,0.0,0.4404
5046,Great! ,1.0,0.0,0.0,0.6588
5047,Love it!,0.818,0.0,0.182,0.6696
5048,"I feel grateful for practicing mindfulness and making it a habit. I still struggle to breath ""normally"" and find that I am doing conscientious deep breathing which still doesn't feel natural. But I am working on it.",0.058,0.094,0.848,-0.0529
5049,The students enjoy listening to Just me and the sitting down lesson.,0.225,0.0,0.775,0.4939
5050,"Emilio Encina said, ""I feel happy.""",0.0,0.0,1.0,0.0
5051,Happy ,1.0,0.0,0.0,0.5719
5052,Felt Good ,0.744,0.0,0.256,0.4404
5053,Gustavo had a great time!  ;),0.677,0.0,0.323,0.7424
5054,"calm, mindful",0.697,0.0,0.303,0.3182
5055,Happy,1.0,0.0,0.0,0.5719
5056,ok,1.0,0.0,0.0,0.296
5057,Love it!,0.818,0.0,0.182,0.6696
5058,Love it!,0.818,0.0,0.182,0.6696
5059,We like the smell of cookies baking!,0.318,0.0,0.682,0.4199
5061,Bien!!,0.0,0.0,1.0,0.0
5062,"I made me feel calm, relaxed, took me to my happy place, sleepy, and made me feel like resting at home.",0.422,0.0,0.578,0.8934
5063,"Dear Will, it was amazing to be calm and grateful!   : )

From Room 804",0.571,0.0,0.429,0.8999
5064,The voice was not calming. ,0.0,0.361,0.639,-0.3089
5065,Awesome!,1.0,0.0,0.0,0.6588
5066,Love it!,0.818,0.0,0.182,0.6696
5067,Felt Good ,0.744,0.0,0.256,0.4404
5068,Mindful,0.0,0.0,1.0,0.0
5069,Good,1.0,0.0,0.0,0.4404
5070,Mindful,0.0,0.0,1.0,0.0
5071,Mindful,0.0,0.0,1.0,0.0
5072,whales in the ocean,0.0,0.0,1.0,0.0
5073,cool,1.0,0.0,0.0,0.3182
5074,Calm,1.0,0.0,0.0,0.3182
5075,srgaertg,0.0,0.0,1.0,0.0
5076,I like the way the these mindful experience helps the kinders to calm down after lunch.,0.381,0.0,0.619,0.7506
5078,"I felt mindful because the sound of the wind chimes makes me feel calm.  I noticed when we tightened the muscles you get really tired, but when you release them it feels like you are taking a break. It felt nice to tighten your muscles because I don't really do that, that often. ",0.154,0.038,0.808,0.7582
5079,Relaxing,1.0,0.0,0.0,0.4939
5080,It was good. Made us feel good.,0.537,0.0,0.463,0.7003
5081,Today it was calm and quiet,0.315,0.0,0.685,0.3182
5082,I feel very grateful to have hear it,0.354,0.0,0.646,0.5095
5083,Calm,1.0,0.0,0.0,0.3182
5084,GRACIAS POR LA MUSICA. gRACIAS POR TODO. I LIKE THE VIDEO. GRACIAS POR RELAJARME. GRACIAS POR LA CANCION. I LOVE IT SO MUCH.,0.301,0.0,0.699,0.8468
5085,The best part of thinking about people I love is to show I care about them.,0.513,0.0,0.487,0.9118
5086,Happy to start,0.649,0.0,0.351,0.5719
5087,fdiccaigg,0.0,0.0,1.0,0.0
5088,excellent,1.0,0.0,0.0,0.5719
5089,Mindful,0.0,0.0,1.0,0.0
5090,The best part of relaxing is feeling your muscles growing.,0.639,0.0,0.361,0.8625
5091,I like it.  Daniel (6),0.455,0.0,0.545,0.3612
5092,justme is my favorite facilitator to hear when I am doing mindful practice.,0.214,0.0,0.786,0.4588
5093,calm,1.0,0.0,0.0,0.3182
5094,"After listening to the mindfulness programs of Inner Explorer for a few weeks, my students felt more stress free than ever.",0.145,0.125,0.73,0.1243
5095,Mindful,0.0,0.0,1.0,0.0
5096,Also calm. ,0.697,0.0,0.303,0.3182
5097,Felt Good ,0.744,0.0,0.256,0.4404
5098,Love It ,0.808,0.0,0.192,0.6369
5100,Felt Good,0.744,0.0,0.256,0.4404
5101,kids love it,0.677,0.0,0.323,0.6369
5102,a bit sleepy,0.0,0.0,1.0,0.0
5103,"relaxed students
",0.762,0.0,0.238,0.4939
5104,Sussy!,0.0,0.0,1.0,0.0
5105,The best part of showing kindness to others is it is great to be kind.,0.572,0.0,0.428,0.9403
5106,calm,1.0,0.0,0.0,0.3182
5107,"Dear Ms. Moses,

I loved relaxing my body during our mini-class.

From, 
Room 804",0.492,0.0,0.508,0.8658
5108,good feeling,1.0,0.0,0.0,0.5267
5109,student's like this one a lot. ,0.385,0.0,0.615,0.3612
5110,Grateful,1.0,0.0,0.0,0.4588
5111,calm,1.0,0.0,0.0,0.3182
5112,mindful,0.0,0.0,1.0,0.0
5113,"Mindful, happy, felt good, calm, grateful",0.856,0.0,0.144,0.8979
5114,gg,1.0,0.0,0.0,0.296
5115,nice,1.0,0.0,0.0,0.4215
5116,Grateful,1.0,0.0,0.0,0.4588
5117,"This was good, but requires more talking about.",0.218,0.0,0.782,0.2382
5118,Mindful,0.0,0.0,1.0,0.0
5119,Good,1.0,0.0,0.0,0.4404
5121,grateful for my sense of sight.,0.375,0.0,0.625,0.4588
5122,Love it!,0.818,0.0,0.182,0.6696
5123,Calm,1.0,0.0,0.0,0.3182
5126,The best part of slowing down helps me to calm down and relax.,0.571,0.0,0.429,0.9001
5127,You say that this is a mindfulness practice but we haven't done any yet. It's just people talking about how much they like mindfulness.,0.129,0.0,0.871,0.5023
5128,"booooooooo this is butt
",0.0,0.0,1.0,0.0
5129,Good,1.0,0.0,0.0,0.4404
5130,Love it!,0.818,0.0,0.182,0.6696
5131,"Happy
",1.0,0.0,0.0,0.5719
5132,nice and relaxing,0.857,0.0,0.143,0.7184
5134,Felt Good,0.744,0.0,0.256,0.4404
5135,Very happy and funny but also creepy and scary at the same time. Made Corbin cry and made Gabe maddddddddd.,0.158,0.291,0.551,-0.707
5136,I felt very good afterwards and I am calm now.,0.478,0.0,0.522,0.6697
5137,Happy ,1.0,0.0,0.0,0.5719
5138,Very calming,0.75,0.0,0.25,0.4576
5140,This is the best thing ever! Slightly scary...,0.391,0.0,0.609,0.6696
5141,Grateful ,1.0,0.0,0.0,0.4588
5142,Great,1.0,0.0,0.0,0.6249
5143,I thought the video was very supportive,0.333,0.0,0.667,0.3597
5144,Very relaxing,0.777,0.0,0.223,0.5413
5145,Mindful,0.0,0.0,1.0,0.0
5146,"boring
",0.0,1.0,0.0,-0.3182
5147,lkjlkj,0.0,0.0,1.0,0.0
5148,happy,1.0,0.0,0.0,0.5719
5149,made me very calm at the end.,0.302,0.0,0.698,0.3804
5150,Made me laugh.,0.643,0.0,0.357,0.5574
5151,happy,1.0,0.0,0.0,0.5719
5152,Felt Good,0.744,0.0,0.256,0.4404
5153,Loved it!,0.807,0.0,0.193,0.636
5154,Happy,1.0,0.0,0.0,0.5719
5155,"Great, just trying to understand to the words to the song. I wanted to listen to it and experience it my self before I introduce it to my class.
Anastasia",0.132,0.0,0.868,0.6249
5156,Ok ,1.0,0.0,0.0,0.296
5157,Felt Good,0.744,0.0,0.256,0.4404
5158,"relaxed
grateful
calm
",1.0,0.0,0.0,0.8176
5159,"nice
",1.0,0.0,0.0,0.4215
5160,"""'I liked that it gave us a minute,"" ",0.318,0.0,0.682,0.4215
5161,Mindful,0.0,0.0,1.0,0.0
5162,Boring.,0.0,1.0,0.0,-0.3182
5163,Grateful ,1.0,0.0,0.0,0.4588
5164,The best part of mind massage was how it helped me to relax.,0.392,0.0,0.608,0.7964
5165,"happy
",1.0,0.0,0.0,0.5719
5166,"mindful, happy, felt good, calm, grateful",0.856,0.0,0.144,0.8979
5167,The best part of thinking each day is helping me to stay calm.,0.465,0.0,0.535,0.8271
5168,Mindful,0.0,0.0,1.0,0.0
5169,Calm ,1.0,0.0,0.0,0.3182
5170,ok,1.0,0.0,0.0,0.296
5171,I loved it and made us learn to be calm .,0.47,0.0,0.53,0.7351
5172,Thoughts are hard to get rid of. ,0.0,0.189,0.811,-0.1027
5173,needed this,0.0,0.0,1.0,0.0
5174,"Very relaxing
",0.777,0.0,0.223,0.5413
5175,I love it alot and it was so fun to me. I love you. I love it with all my heart. gracias por todo.thank you for everything. thank you so much and all of the meditating videos ,0.4,0.0,0.6,0.9654
5176,Nice!,1.0,0.0,0.0,0.4753
5177,Felt Good,0.744,0.0,0.256,0.4404
5178,i hate it,0.0,0.787,0.213,-0.5719
5179,great,1.0,0.0,0.0,0.6249
5180,The music was good but the narrator interrupted it.,0.166,0.238,0.596,-0.2144
5181,It was cool to practice smelling things. ,0.277,0.0,0.723,0.3182
5182,Difficult,0.0,1.0,0.0,-0.3612
5183,Enjoyed the happy thoughts,0.778,0.0,0.222,0.7906
5184,shows how to relax when stressed,0.312,0.258,0.43,0.128
5185,Awesome,1.0,0.0,0.0,0.6249
5186,Tried it with our eyes open.,0.0,0.0,1.0,0.0
5187,"liked by my students
",0.483,0.0,0.517,0.4215
5188,calm,1.0,0.0,0.0,0.3182
5189,Calm,1.0,0.0,0.0,0.3182
5190,mnm,0.0,0.0,1.0,0.0
5191,"l
",0.0,0.0,0.0,0.0
5192,thank you,0.714,0.0,0.286,0.3612
5193,I loveed it.,0.0,0.0,1.0,0.0
5194,Mindful,0.0,0.0,1.0,0.0
5195,Mindful,0.0,0.0,1.0,0.0
